Error
28.20927
28.20256
28.15993
28.16209
28.14907
28.14931
28.11448
28.12321
28.12853
28.08708
27.92298
27.90546
27.93111
27.92284
27.88734
27.83128
27.86636
27.58791
27.5829
27.3909
24.71031
24.69565
24.67925
24.63071
24.61741
24.6399
24.60041
24.57426
24.50716
24.50854
23.09809
23.11443
23.19977
23.15175
23.14537
23.13702
23.12727
23.03215
22.99284
22.91754
20.5157
20.4943
20.32121
20.38414
20.39211
20.29205
20.34359
20.37453
20.39937
20.40657
19.03241
18.88291
18.85173
18.84267
18.88554
18.7824
18.778
18.75838
18.76484
18.80989
16.96081
16.96319
16.76541
16.73794
16.67022
16.65386
16.73072
16.72359
16.73056
16.76365
16.19675
16.06286
15.96611
15.93608
15.87931
15.80441
15.77249
15.73234
15.67964
15.62292
14.07439
14.05262
14.03645
14.04397
14.02349
13.97454
14.12902
14.1576
14.13632
14.13783
12.33818
12.29425
12.35183
12.40598
12.40346
12.24595
12.20533
12.19542
12.12624
12.09306
12.47761
12.40464
12.40216
12.39776
12.43386
12.41545
12.43182
12.45215
12.45085
12.57304
10.75841
10.74616
10.74532
10.8549
10.87134
9.96033
9.92721
10.19195
10.16085
10.14304
20.00197
19.95442
19.94984
19.95737
19.93511
19.95086
19.97354
19.98063
19.97723
19.96972
16.27883
16.24023
16.23921
16.31729
16.34564
16.30227
16.34689
16.30431
16.30696
16.32472
14.29451
14.17187
14.1994
14.1045
14.06033
14.06154
14.05836
14.0943
14.18122
14.16412
13.13227
13.13937
13.16771
13.20248
13.18257
13.14407
13.14453
13.14532
13.15606
13.12439
10.64892
10.59782
10.61009
10.61826
10.62155
10.63379
10.66409
10.72676
10.75839
10.74845
7.8364
7.7247
7.7521
7.78519
7.78563
7.77669
7.79651
7.81958
7.83783
7.85658
5.32486
5.27948
5.27913
5.28406
5.28228
5.36121
5.36077
5.33547
5.2983
5.27617
3.94772
3.84305
3.81486
3.80879
3.80686
3.79983
3.79026
3.81301
3.8791
3.80732
1.13758
1.08138
1.04713
1.08262
1.09585
1.09418
1.12228
1.11973
1.13356
1.14955
4.56506
4.537
4.53649
4.53188
4.51333
4.52667
4.52286
4.53596
4.53817
4.53695
4.65726
4.65735
4.6657
4.65974
4.6564
4.6484
4.66121
4.65779
4.67731
4.66781
6.58026
6.57995
6.58124
6.58048
6.58308
6.57875
6.58442
6.58735
6.60779
6.60089
8.39011
8.35376
8.35406
8.34873
8.35482
8.34728
8.3407
8.33867
8.32941
8.32197
4.01021
3.93752
3.94952
3.94845
3.94542
3.96263
3.96387
3.95726
3.96065
3.96451
4.48685
4.46497
4.52053
4.50271
4.49517
4.48834
4.48426
4.46732
4.4713
4.46662
5.10927
5.11702
5.12593
5.16422
5.14209
5.11808
5.12438
5.10628
5.11956
5.14242
6.71424
6.65361
6.673
6.65719
6.65195
6.65011
6.63548
6.64188
6.6463
6.64953
7.06902
7.05894
7.05316
7.04554
7.04078
7.02965
7.01992
7.02123
7.01812
7.00745
8.14621
8.17465
8.19864
8.21238
8.22203
8.23544
8.2664
8.29786
8.29909
8.29838
9.16999
9.17124
9.15147
9.14627
9.14473
9.14923
9.14973
9.14312
9.13899
9.13266
7.83489
7.8431
7.84708
7.85369
7.86389
7.86216
7.86845
7.8652
7.86067
7.84392
9.45738
9.46547
9.44242
9.41175
9.4086
9.39523
9.35937
9.35775
9.35812
9.32003
10.54133
10.53444
10.51419
10.50955
10.46622
10.46297
10.45289
10.45352
10.46517
10.44896
11.98026
11.94734
11.94131
11.92668
11.97735
11.94312
11.92976
11.95095
11.93897
11.93753
17.87655
17.83867
17.81955
17.80069
17.79757
17.77877
17.77506
17.77108
17.75585
17.77264
18.18907
18.16074
18.15008
18.15989
18.18194
18.17593
18.17218
18.14701
18.11583
18.08389
18.58637
18.59257
18.60828
18.60585
18.59966
18.58928
18.56471
18.55148
18.55459
18.54402
18.65105
18.65167
18.63754
18.61542
18.59841
18.58679
18.55256
18.54353
18.53626
18.52989
24.62415
24.57532
24.5608
24.55549
24.56226
24.58083
24.56947
24.55963
24.54641
24.52581
28.35515
28.31326
28.31721
28.30582
28.31543
28.3063
28.29566
28.28993
28.28267
28.28695
28.55243
28.54989
28.52654
28.51924
28.49328
28.4675
28.43204
28.40382
28.37462
28.36094
28.93814
28.91109
28.89671
28.88781
28.8796
28.86794
28.87625
28.88132
28.88073
28.87381
19.64606
19.63674
19.61185
19.60388
19.58602
19.58151
19.59244
19.62517
19.62413
19.61865
21.7778
21.73861
21.73221
21.73359
21.733
21.74126
21.7565
21.75762
21.77985
21.79536
