Error
3.57145
7.05782
3.06818
3.14342
2.80879
6.16123
2.26941
2.19525
2.71488
2.3659
1.95091
2.90332
3.25932
3.71842
4.20422
3.04048
3.19721
3.23744
2.32728
3.41385
2.54646
2.33286
2.10385
2.49045
1.80428
4.232
4.9185
2.86908
1.91976
4.07316
2.92025
7.53207
3.42692
3.2679
3.66153
3.88029
4.7763
4.68641
4.47599
4.04046
4.60468
3.45035
1.28876
1.33834
3.59857
4.31864
4.24834
3.99899
7.20281
3.58429
5.87758
3.00435
3.54769
2.92861
2.802
3.93848
4.02454
3.49272
3.5415
3.79032
0.16916
1.14422
0.51664
0.26008
0.29124
0.91111
3.61207
3.37691
3.15572
3.25363
3.09284
3.14509
3.5512
2.19858
2.3794
2.56596
2.91988
3.27484
0.89705
1.1634
0.88439
0.8813
0.67998
0.65839
6.36207
3.21717
3.19857
3.05509
3.00464
3.24864
3.20766
3.02085
3.91265
3.8321
3.6586
2.99882
1.13201
1.72383
1.25351
1.13614
1.21125
1.22554
4.09625
4.0311
4.14651
3.81502
3.64337
3.76394
4.01024
3.43892
3.63716
4.01408
3.28988
4.28692
1.00537
0.978
1.19384
1.50299
1.83705
0.88822
4.41996
4.36631
4.41571
4.3424
4.37992
4.58562
3.3902
3.73138
3.54728
3.08231
3.19001
3.04316
1.77455
2.44595
2.21805
2.55213
2.27991
2.3056
5.12558
4.86413
5.26308
5.07519
5.42374
5.28587
5.52804
5.05921
5.38751
5.20517
5.09054
4.88495
2.32008
2.39046
2.23396
2.23407
2.25053
2.45376
1.57215
2.35072
1.6312
1.37718
1.44195
1.49536
4.85899
4.88974
5.1336
5.38158
4.89666
5.40636
2.13662
2.26378
2.54627
2.06499
2.05094
2.33422
1.04436
0.91091
0.80259
0.90006
1.47614
0.74899
5.31356
5.49194
5.35385
5.01326
5.27536
5.29409
1.82316
2.12255
1.94471
1.63606
1.50576
2.144
1.73752
1.89341
1.76111
1.81664
2.23544
1.54791
5.91411
6.0036
4.96795
6.20752
5.99941
6.0303
1.64279
1.4708
2.94894
2.62902
2.25111
2.19208
1.78718
2.31964
2.15344
2.23399
2.81034
2.48852
4.65913
5.14741
5.68107
5.69011
5.09947
5.06255
3.14638
2.32433
2.61497
2.75614
3.56987
3.03572
2.90359
3.49917
3.08026
2.35173
2.83205
2.99493
5.70541
5.22696
4.54398
5.53631
5.01899
5.27166
2.66081
3.16168
2.71928
2.49439
3.07069
2.96552
3.03108
2.08316
2.81147
3.36848
2.03279
2.86098
4.72425
3.84421
4.07509
4.64974
4.48237
4.18573
0.6356
1.77041
1.31966
1.97528
1.59575
1.46657
3.19282
2.27616
2.47586
2.8684
2.62678
2.29114
5.3418
4.72688
5.28343
5.11454
4.7949
4.52842
2.58502
2.16278
2.48323
2.9765
2.67265
1.49402
3.40043
4.19249
4.56416
3.90749
3.62937
4.93013
3.85032
4.4461
4.18521
4.66701
3.934
4.25864
1.91961
1.09221
1.54578
1.51927
1.95352
0.89918
4.91003
4.54027
4.25983
4.25543
4.62999
5.2157
3.80662
3.93525
4.47158
4.2455
4.42818
3.21404
1.66102
2.54574
2.26337
2.44798
2.34509
1.69254
4.72019
4.74059
4.76997
4.70779
4.28548
4.37456
2.05936
2.59334
4.59725
3.30448
3.17919
3.50124
4.47747
4.617
4.74741
4.54681
4.0424
4.16255
3.93167
4.20174
3.91882
4.04535
4.17814
4.22424
3.5927
2.92041
2.87702
4.38441
3.5314
2.4312
0.95195
0.58172
1.63123
1.29353
1.04375
1.19931
5.90287
3.88204
6.55379
3.88737
3.8868
3.86241
2.8475
2.99209
2.71319
2.84588
3.02001
3.74675
1.30728
1.72084
1.63726
1.80653
1.84136
1.80135
5.96307
4.36899
3.83472
3.89616
4.28548
3.97511
2.82261
2.38538
2.05137
1.84989
1.66185
1.47083
4.55277
3.92729
2.60062
3.84832
2.76846
4.35202
3.7887
4.21922
4.41697
3.90978
4.56262
4.07368
3.1913
2.32589
3.03298
3.01773
2.68943
3.13495
1.69925
1.60657
