Error
20.34433
21.42555
22.67259
24.15025
24.24699
23.32995
22.01058
23.92889
23.21415
24.33194
25.22488
23.65398
22.44975
22.89865
21.4037
20.35887
15.35839
14.82789
14.19526
13.44952
8.39504
7.25909
6.71749
6.02103
6.61278
7.95547
11.93843
12.90403
14.96326
15.03017
14.59015
14.56343
14.57507
14.34493
16.46694
19.09137
20.11063
22.65229
23.94658
18.31319
16.0635
14.11167
6.49321
4.18161
4.57286
5.29165
5.96312
7.35944
9.94432
8.72355
6.5726
12.93873
13.05184
11.48458
9.78637
7.57786
5.33242
4.85715
2.66698
1.88614
1.80576
3.94166
2.66117
4.06846
5.78963
6.56051
6.77424
9.82081
8.27154
6.74762
9.43562
7.9987
7.04572
4.9187
4.98095
5.64727
4.8546
3.4143
1.52968
2.3156
1.86503
0.85942
1.82907
0.30165
0.81612
2.16731
2.5001
3.41649
4.88686
3.38237
3.2252
4.02223
6.81562
5.83655
4.98204
3.7893
2.09083
3.34829
1.92222
2.16313
4.94394
3.9053
3.21797
5.3033
3.73072
2.99903
0.93054
2.62685
3.88105
2.45179
1.56954
1.75427
3.47347
4.87778
4.38043
3.44006
3.06525
6.49693
6.92975
5.08609
6.964
5.1916
3.46051
1.64072
2.22839
2.14282
3.77023
5.02182
6.02848
6.68357
8.06487
4.95388
4.80926
4.57168
2.50112
3.65271
5.20019
5.63102
8.72868
7.91355
6.43782
7.88401
6.56322
5.32323
3.31942
1.13026
1.05152
1.66538
0.63188
2.08888
3.21853
10.36268
12.40576
9.44047
10.71514
12.70666
14.95899
17.21974
15.1966
17.1526
19.49506
8.14097
9.9887
5.23544
4.49725
5.48885
13.21292
15.32621
17.19022
9.72364
11.05719
12.50517
13.56262
14.64439
13.3936
12.42704
15.33106
15.78652
17.83187
20.55514
20.02332
19.84636
22.06873
20.3624
18.99307
17.9926
14.28599
13.0041
8.75953
9.61323
10.20619
17.52535
19.71377
20.74782
21.26197
11.74818
9.67057
8.27371
17.76337
16.14792
14.61914
18.02802
18.35426
20.33536
24.02462
26.4451
28.12411
9.08291
11.31965
9.89847
8.63164
6.89386
3.16272
4.64525
6.67578
8.01837
7.91752
6.25516
4.23317
2.66029
3.35758
4.33136
2.65474
0.51596
7.35384
5.86026
11.80395
9.63798
15.31206
12.73556
7.24675
5.68038
5.8845
6.6349
6.54783
12.92996
13.17974
16.40467
15.03824
13.32899
9.28127
7.92525
6.61487
6.47884
7.16161
8.63756
4.42828
2.89771
1.88937
4.02055
5.44126
3.39705
3.93941
4.87983
2.16674
1.10022
0.67057
3.27663
2.08299
1.08876
5.33907
5.31262
3.01079
0.78669
5.42885
3.5235
3.17758
2.1335
2.05413
1.00069
2.56979
4.11154
4.07318
4.96383
5.54904
4.17477
3.28394
3.44744
3.29726
1.98732
0.81456
2.29057
3.83151
6.56838
0.33553
3.12739
3.83427
4.39113
4.08837
3.72015
4.03963
5.03953
3.66145
3.27773
1.47144
1.50003
2.36404
4.3532
3.5026
1.74954
0.76576
2.71261
3.2886
4.27981
3.71911
6.70229
7.58179
9.65461
8.18272
4.93099
7.23996
9.93636
3.87238
1.26763
3.14011
5.30723
9.57781
9.59475
7.83188
5.90934
4.46032
6.64453
5.74789
5.4551
2.3834
4.49465
3.64555
6.74846
13.38406
19.09477
32.00285
35.3619
29.27467
26.42959
24.2202
21.37912
20.85042
19.75412
6.89253
7.56497
10.29706
12.44795
15.03954
19.63925
20.99245
22.24695
21.1763
19.31109
